ts,tenant,latency_ms,status,phase
1784411708.162,default-org,64.113,200,measure
1784411708.226,default-org,73.317,200,measure
1784411708.299,default-org,68.499,200,measure
1784411708.368,default-org,90.457,200,measure
1784411708.458,default-org,76.555,200,measure
1784411708.535,default-org,52.356,200,measure
1784411708.587,default-org,59.657,200,measure
1784411708.647,default-org,55.821,200,measure
1784411708.703,default-org,63.78,200,measure
1784411708.766,default-org,55.464,200,measure
1784411708.822,default-org,77.44,200,measure
1784411708.899,default-org,56.062,200,measure
1784411708.955,default-org,61.12,200,measure
1784411709.016,default-org,55.588,200,measure
1784411709.072,default-org,58.662,200,measure
1784411709.131,default-org,51.813,200,measure
1784411709.183,default-org,55.997,200,measure
1784411709.239,default-org,54.45,200,measure
1784411709.293,default-org,61.088,200,measure
1784411709.354,default-org,56.694,200,measure
1784411709.411,default-org,58.75,200,measure
1784411709.47,default-org,58.33,200,measure
1784411709.528,default-org,56.0,200,measure
1784411709.584,default-org,61.521,200,measure
1784411709.646,default-org,60.91,200,measure
1784411709.707,default-org,54.078,200,measure
1784411709.761,default-org,55.056,200,measure
1784411709.816,default-org,54.565,200,measure
1784411709.87,default-org,58.635,200,measure
1784411709.929,default-org,51.352,200,measure
1784411709.98,default-org,62.352,200,measure
1784411710.043,default-org,55.373,200,measure
1784411710.098,default-org,57.598,200,measure
1784411710.156,default-org,58.449,200,measure
1784411710.214,default-org,95.593,200,measure
1784411710.31,default-org,58.257,200,measure
1784411710.368,default-org,63.161,200,measure
1784411710.431,default-org,78.352,200,measure
